WKT,full_id,osm_id,osm_type,highway,lanes,maxspeed,name,oneway,old_name,surface,maxspeed_g,official_n,source_max,alt_name,nat_name
"MULTILINESTRING ((120.9821301 14.6571495,120.9821904 14.6571222,120.9827114 14.6571075,120.9831876 14.6571028,120.9834089 14.657092,120.9836301 14.6570131))",w16281934,"16281934",way,trunk,"2","60",Samson Road,yes,,concrete,,,,,
"MULTILINESTRING ((120.9836851 14.5968165,120.983662 14.5967668,120.9836288 14.5967147,120.9835793 14.5966539,120.9829212 14.5961929,120.9818404 14.5954529,120.9816073 14.595301,120.9811117 14.5949967))",w18578428,"18578428",way,trunk,"3","60",Quezon Bridge,yes,,,,,,Quezon Boulevard Extension,
"MULTILINESTRING ((121.0400834 14.6459445,121.0399661 14.645831,121.0376147 14.6443841))",w18578520,"18578520",way,trunk,"2","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.052042 14.6533299,121.0518465 14.6532085,121.0517111 14.6531526,121.0515997 14.6531306,121.0514724 14.6531189,121.0513327 14.6531324,121.0511654 14.6531511))",w18578532,"18578532",way,trunk,"6","60",Commonwealth Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((120.9806894 14.5897237,120.9807394 14.5895907,120.9808467 14.5890606,120.9808617 14.5888962))",w20819402,"20819402",way,trunk,"2","60",Padre Burgos Avenue,yes,,,,,,,
"MULTILINESTRING ((120.981161 14.5949235,120.9816502 14.5952272,120.9818906 14.595388,120.9829735 14.5961122,120.98366 14.5965913,120.9837029 14.596644,120.9837435 14.5967183,120.9837763 14.5968023))",w20828108,"20828108",way,trunk,"3","60",Quezon Bridge,yes,,,,,,Quezon Boulevard Extension,
"MULTILINESTRING ((121.0063624 14.5598851,121.0062639 14.560185,121.0056001 14.561438,121.0045518 14.5634452,121.0040521 14.5644571,121.0035006 14.5654649,121.0032417 14.5659755))",w20920637,"20920637",way,trunk,"3","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0063042 14.5597923,121.0082148 14.5562474,121.0084179 14.555869))",w20920638,"20920638",way,trunk,"2","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0084179 14.555869,121.0087095 14.5553154))",w20920647,"20920647",way,trunk,"2","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0085693 14.5559369,121.008364 14.5563193,121.0063624 14.5598851))",w20920654,"20920654",way,trunk,"2","60",Osmeña Highway,yes,South Superhighway,asphalt,,President Sergio Osmeña Highway,,South Superhighway,South Luzon Expressway
"MULTILINESTRING ((121.0486755 14.5169564,121.0494959 14.517336,121.0500952 14.5176419,121.0506874 14.5179858))",w20969792,"20969792",way,trunk,"4","60",Carlos P. Garcia Avenue,yes,,,"50",,,,
"MULTILINESTRING ((121.0566319 14.5282442,121.0569924 14.5292092,121.0570822 14.5294468,121.0572003 14.5297557,121.0573411 14.5301582,121.0574809 14.5306233,121.0576176 14.5311178))",w20969800,"20969800",way,trunk,"3","60",Carlos P. Garcia Avenue,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0745337 14.6162876,121.0743253 14.6163038,121.0742329 14.6162985,121.0740808 14.6162352,121.0740554 14.6162159,121.0740381 14.6161975,121.0740188 14.6161782,121.0739903 14.6161423,121.0737283 14.6158003,121.0737158 14.6157866,121.0737014 14.6157663,121.0736496 14.6157109,121.0735921 14.6156473,121.073575 14.6156293,121.0735497 14.6156045,121.073519 14.6155797,121.0734865 14.6155559,121.0733861 14.6155,121.0733538 14.6154803,121.0733133 14.615453,121.0732753 14.6154243,121.0732422 14.6153944,121.0730901 14.6152078,121.0730683 14.6151224))",w22567043,"22567043",way,trunk,"2","60",C-5 Road,yes,Col. Bonny Serrano Avenue,concrete,"50",Pres. Carlos P. Garcia Avenue,,Santolan Road,
"MULTILINESTRING ((121.0443693 14.6333987,121.044444 14.6332557,121.0444571 14.6332346,121.044508 14.6331462))",w22696687,"22696687",way,trunk,"3","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0434285 14.634899,121.0434989 14.6348695))",w22696844,"22696844",way,trunk,"3","60",Timog/Kamuning Flyover,yes,,asphalt,,Epifanio de los Santos Avenue,,EDSA,
"MULTILINESTRING ((121.0460637 14.5690794,121.0460157 14.5689375,121.0458236 14.5682718,121.0457012 14.5678478))",w22701056,"22701056",way,trunk,"2","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((120.9923449 14.5371452,120.9922688 14.5371287))",w22738846,"22738846",way,trunk,"6","60",EDSA Extension,yes,,,,,,,
"MULTILINESTRING ((120.9928924 14.5341859,120.9928938 14.5347341,120.9928532 14.5351023,120.9927522 14.5358683))",w22738847,"22738847",way,trunk,"4","60",Roxas Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9923715 14.5369329,120.9924161 14.5366246))",w22738849,"22738849",way,trunk,"2","60",Roxas Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9922667 14.5393182,120.9922499 14.5395077,120.9922493 14.5397231))",w22738850,"22738850",way,trunk,"2","60",Roxas Boulevard,yes,Dewey Boulevard,asphalt,,,,,
"MULTILINESTRING ((120.9927455 14.5351086,120.9925014 14.5371217,120.9922667 14.5393182))",w22738858,"22738858",way,trunk,"2","60",Roxas Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9921007 14.5397117,120.9920897 14.5394986,120.992107 14.5393043,120.9921996 14.5384354,120.9923091 14.5374631))",w22738859,"22738859",way,trunk,"3","60",Roxas Boulevard,yes,,asphalt,,,,,
"MULTILINESTRING ((120.9900351 14.5503198,120.9898742 14.5509299,120.9897119 14.5516841,120.9895577 14.5522435,120.9893538 14.5528614,120.988926 14.5541829))",w22738928,"22738928",way,trunk,"2","60",Roxas Boulevard,yes,Dewey Boulevard,,,,,,
"MULTILINESTRING ((120.9888542 14.5541611,120.9892892 14.5528113,120.9895949 14.5517683,120.9899572 14.5503177))",w22738929,"22738929",way,trunk,"2","60",Roxas Boulevard,yes,Dewey Boulevard,asphalt,,,,,
"MULTILINESTRING ((120.988926 14.5541829,120.9888737 14.5543568,120.9888187 14.5546255))",w22738930,"22738930",way,trunk,"3","60",Roxas Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9755414 14.5830399,120.975441 14.582984,120.9753411 14.5829284))",w22739769,"22739769",way,trunk,"4","60",,yes,,,,,,,
"MULTILINESTRING ((120.9756109 14.582927,120.9755414 14.5830399))",w22739770,"22739770",way,trunk,,"60",Roxas Boulevard,yes,,,,,,,
"MULTILINESTRING ((120.9744314 14.5846557,120.9747829 14.583914,120.9748572 14.5837787,120.9752491 14.5830822,120.9753411 14.5829284))",w22739798,"22739798",way,trunk,"4","60",Bonifacio Drive,yes,Malecon Drive,,,,,,
"MULTILINESTRING ((120.9744955 14.5850375,120.972689 14.5880572,120.9721407 14.588932,120.9719543 14.5892383,120.971792 14.589494,120.9713803 14.5901722,120.9712985 14.5903285,120.971256 14.5904364,120.9711787 14.5906846))",w22739801,"22739801",way,trunk,"4","60",Bonifacio Drive,yes,Malecon Drive,concrete,,,,,
"MULTILINESTRING ((120.9680225 14.59508,120.9672995 14.5961451,120.9668414 14.5967965,120.9665825 14.5971892,120.9663623 14.5975594))",w22740019,"22740019",way,trunk,"4","60",M. Roxas Jr. Bridge,yes,Del Pan Bridge,,,,MMDA,Del Pan Bridge,
"MULTILINESTRING ((120.9656985 14.5983649,120.9658519 14.5980958))",w22740567,"22740567",way,trunk,"2","60",Mel Lopez Boulevard,yes,,asphalt,,,MMDA,,
"MULTILINESTRING ((120.962712 14.6006596,120.9634348 14.6003701,120.9642422 14.6000257,120.9644562 14.5999156,120.9645075 14.5998798,120.9646683 14.5997674,120.9648545 14.5995937,120.9649981 14.5994271,120.965344 14.5989474,120.9656985 14.5983649))",w22740568,"22740568",way,trunk,"2","60",Mel Lopez Boulevard,yes,,asphalt,,,MMDA,President Ferdinand Marcos Avenue,
"MULTILINESTRING ((120.961488 14.6025038,120.9615827 14.601947,120.9616951 14.6016052,120.9618126 14.6013724,120.9619455 14.6011863,120.9621317 14.6009963,120.9623162 14.600835))",w22740569,"22740569",way,trunk,"4","60",Mel Lopez Boulevard,yes,,asphalt,,,MMDA,President Ferdinand Marcos Avenue,
"MULTILINESTRING ((120.9616866 14.6026704,120.9616714 14.602826,120.9616689 14.6028517,120.9616522 14.6030216,120.9616347 14.6032013,120.9616065 14.6037134,120.9615943 14.6039358,120.9615929 14.6039612,120.9615876 14.6040581,120.9615837 14.6041258,120.9615732 14.6043113,120.9615511 14.6046858,120.9615268 14.604996,120.9615059 14.6052495,120.9614664 14.6057284,120.9614132 14.6062254,120.9613958 14.6064681,120.9612667 14.6079604,120.961159 14.60932,120.9611478 14.6094476))",w22740572,"22740572",way,trunk,"5","60",Mel Lopez Boulevard,yes,,asphalt,,,MMDA,President Ferdinand Marcos Avenue,
"MULTILINESTRING ((120.9597089 14.629056,120.9595673 14.6296094))",w22741264,"22741264",way,trunk,"4",,Mel Lopez Boulevard,yes,,asphalt,,,,President Ferdinand Marcos Avenue,
"MULTILINESTRING ((120.9595673 14.6296094,120.9595196 14.6297662,120.9594679 14.6299064,120.9592504 14.6305006,120.958181 14.6336943))",w22741313,"22741313",way,trunk,"4","60",Mel Lopez Boulevard,yes,,asphalt,,,MMDA,President Ferdinand Marcos Avenue,
"MULTILINESTRING ((120.9579713 14.6343164,120.9576604 14.6352098,120.9575632 14.6355137,120.9572208 14.6364768,120.9568302 14.637608))",w22741381,"22741381",way,trunk,"3","60",Radial Road 10,yes,,,,,MMDA,President Ferdinand Marcos Avenue,
"MULTILINESTRING ((120.951536 14.6454887,120.9516982 14.6455902))",w22741608,"22741608",way,trunk,,,,,,,,,,,
"MULTILINESTRING ((120.9486331 14.6496619,120.9480396 14.6505007))",w22741610,"22741610",way,trunk,"4","60",Radial Road 10,yes,,,,,MMDA,,
"MULTILINESTRING ((120.9523412 14.6527207,120.9515648 14.6526299))",w22741656,"22741656",way,trunk,"4","60",C-4 Road,,,,,,,,
"MULTILINESTRING ((120.9493395 14.6524293,120.9491192 14.652411,120.9489243 14.6523843,120.9487747 14.6523405,120.9486151 14.652275,120.9484621 14.6521821,120.948337 14.6520887,120.9481644 14.6519096,120.9480618 14.6517459,120.9480357 14.6516826))",w22741657,"22741657",way,trunk,"4","60",C-4 Road,,,,,,,,
"MULTILINESTRING ((120.9563925 14.6550928,120.9554836 14.6545267))",w22747416,"22747416",way,trunk,"4","60",C-4 Road,,,,,,,,
"MULTILINESTRING ((120.9545292 14.6537541,120.9544343 14.6536839,120.9543416 14.6536242,120.9540492 14.653433,120.9537594 14.6532427,120.9534309 14.6530736,120.9530921 14.6529317,120.9525658 14.6527775,120.9523412 14.6527207))",w22747417,"22747417",way,trunk,"4","60",C-4 Road,,,concrete,,,,,
"MULTILINESTRING ((120.9568132 14.6553091,120.9569548 14.6553774,120.9570103 14.6554034,120.9571152 14.6554555,120.9572073 14.6555048,120.9578902 14.6558274,120.9579461 14.6558521))",w22747428,"22747428",way,trunk,"6","60",C-4 Road,,,concrete,,,,,
"MULTILINESTRING ((121.0014983 14.537457,121.0015388 14.5374628,121.0026852 14.5376119,121.003129 14.5376696))",w22761597,"22761597",way,trunk,"4","60",EDSA,yes,,,,Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0181669 14.5414383,121.0177964 14.5412049,121.017779 14.5411784,121.0177616 14.5411483,121.0177578 14.5411139,121.017791 14.5410486,121.0178276 14.5409806,121.0179167 14.5408383,121.0179853 14.5408038,121.0180416 14.5408051,121.0181019 14.5408223))",w22770629,"22770629",way,trunk,"2","40",,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0190811 14.5416192,121.0192984 14.5417531))",w22770630,"22770630",way,trunk,"2","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.015778 14.5420866,121.0158733 14.541895,121.0159337 14.541746,121.0159655 14.5416513))",w22770806,"22770806",way,trunk,"2","40",Osmeña Highway,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0805347 14.5897613,121.0805631 14.5897619,121.0808502 14.589788,121.0809524 14.5897913,121.0809937 14.5897983,121.0812381 14.5898399))",w23297767,"23297767",way,trunk,"3","60",Ortigas Avenue,yes,,asphalt,,,MMDA,,
"MULTILINESTRING ((121.0712916 14.570318,121.0713175 14.5704137,121.0713796 14.5706426,121.0715294 14.5712471,121.0717547 14.572109,121.0717798 14.572205,121.0718342 14.5724014,121.0722239 14.5738627,121.0725063 14.5748925,121.0727011 14.5756049,121.0728859 14.5762645,121.0730537 14.5766943,121.0732451 14.5771098,121.0734082 14.5774232,121.0734771 14.5775505,121.0735094 14.5776012,121.0736429 14.577811,121.073881 14.578153,121.0741296 14.5784966,121.0744017 14.578893,121.0745287 14.579081,121.0746821 14.5792991,121.0757141 14.5808409,121.0758171 14.580991,121.0758483 14.5810365,121.076191 14.5815303,121.076502 14.5819823,121.0769198 14.5825717))",w23395217,"23395217",way,trunk,"4","60",E. Rodriguez Jr. Avenue,yes,,asphalt,,,,,
"MULTILINESTRING ((121.0671419 14.5616193,121.0669568 14.5615466,121.0668307 14.5614662,121.0666427 14.5613132,121.0665031 14.5611529,121.0663864 14.5610169))",w23395225,"23395225",way,trunk,"4","60",C-5 - Bagong Ilog Bridge,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0671955 14.5615129,121.0675093 14.5616012))",w23395228,"23395228",way,trunk,"2","60",,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0663864 14.5610169,121.065319 14.5594935))",w23395315,"23395315",way,trunk,"3","60",C-5 - Bagong Ilog Bridge,yes,,,"50",,,,
"MULTILINESTRING ((121.0665009 14.560951,121.0667154 14.5612014,121.0669032 14.5613779,121.0670078 14.5614402,121.0671955 14.5615129))",w23395317,"23395317",way,trunk,"3","60",C-5 - Bagong Ilog Bridge,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0732006 14.615117,121.0733329 14.6152674,121.0733644 14.6152967,121.073398 14.6153255,121.0734306 14.6153502,121.0734691 14.6153782,121.0734914 14.6153921,121.0735141 14.6154049,121.0735641 14.6154311,121.0736079 14.615451,121.0736462 14.6154664,121.0736976 14.6154833,121.0737446 14.615496,121.0737868 14.6155072,121.0738178 14.6155127,121.0738489 14.6155182,121.0739062 14.6155245,121.0739499 14.6155261,121.0739911 14.6155262,121.0740356 14.6155233,121.074073 14.615519,121.07412 14.6155124,121.0741554 14.6155054,121.0742065 14.6154934,121.0742482 14.6154817,121.0742885 14.6154666,121.0743338 14.6154471,121.0743722 14.6154301,121.0744253 14.6154008,121.0744698 14.6153724,121.0745053 14.6153431,121.0745298 14.615322,121.0745639 14.6152902,121.0745905 14.6152662,121.07462 14.6152355,121.0746494 14.6152028,121.0746694 14.6151773,121.0746885 14.6151519,121.0747232 14.6150987,121.074742 14.6150681,121.0747634 14.6150265,121.0747801 14.6149907,121.074791 14.614962,121.0748033 14.6149251,121.0748144 14.6148883,121.0748319 14.6148132,121.0752336 14.6129976))",w23489197,"23489197",way,trunk,"2","60",C-5-Bonny Serrano Flyover,yes,,asphalt,"50",Pres. Carlos P. Garcia Avenue,,,
"MULTILINESTRING ((121.0195513 14.5422399,121.0190995 14.5419095))",w23952556,"23952556",way,trunk,"4","60",EDSA,yes,,asphalt,,Epifanio de los Santos Avenue,MMDA,Magallanes Flyover,
"MULTILINESTRING ((121.0222799 14.530179,121.0228388 14.5291079,121.0234279 14.5279987,121.0235242 14.527825,121.0235969 14.5276939,121.024143 14.5266223))",w23952736,"23952736",way,trunk,"3","60",South Luzon Expressway,yes,South Superhighway,asphalt,,President Sergio Osmeña Sr. Highway,,Pres. Sergio Osmeña Sr. Highway,South Luzon Expressway
"MULTILINESTRING ((121.0134043 14.5390965,121.0135286 14.5390819,121.013673 14.5390911,121.0140263 14.5391882,121.0141735 14.5392279,121.0142262 14.5392421,121.0143122 14.5392674))",w23952752,"23952752",way,trunk,"2","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((121.0166133 14.539752,121.0167482 14.5397159,121.0168421 14.5396954,121.016902 14.5397024,121.0169463 14.5397212,121.0169782 14.5397591,121.0169889 14.5398113,121.0169801 14.5398582,121.0169452 14.5399485))",w23952759,"23952759",way,trunk,"1","60",EDSA,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0166969 14.5404261,121.0166599 14.5404801,121.0166243 14.5404918,121.0165731 14.5404922,121.0165328 14.5404827,121.0162796 14.5403723))",w23952832,"23952832",way,trunk,"3","60",EDSA,yes,,asphalt,"50",,,,
"MULTILINESTRING ((120.9632465 14.4668028,120.9634775 14.4668749))",w23959414,"23959414",way,trunk,"2","60",Aguinaldo Boulevard,yes,,,,,,,
"MULTILINESTRING ((121.0938887 14.5899444,121.0948713 14.5898516,121.0949248 14.5898465,121.0952714 14.5898224,121.0955087 14.589805,121.0956253 14.5897872,121.0957961 14.5897717,121.0959338 14.5897628,121.0968869 14.5896692,121.0969825 14.5897013))",w24514308,"24514308",way,trunk,"2","60",Ortigas Avenue Extension,yes,,,,,MMDA,,Manila East Road
"MULTILINESTRING ((121.0938839 14.590036,121.0912239 14.5902781))",w24514309,"24514309",way,trunk,,"60",Ortigas Avenue Extension,yes,,,,,MMDA,,Manila East Road
"MULTILINESTRING ((121.0907169 14.5903197,121.089611 14.5904122,121.0894192 14.5904305,121.089247 14.590448,121.0886293 14.5905059,121.0875931 14.5905879,121.0866699 14.5906748,121.0861471 14.5907263,121.0858094 14.5907274))",w24514310,"24514310",way,trunk,,"60",Ortigas Avenue Extension,yes,,,,,MMDA,,Manila East Road
"MULTILINESTRING ((121.0912177 14.590186,121.0938887 14.5899444))",w24514311,"24514311",way,trunk,,"60",Ortigas Avenue Extension,yes,,,,,MMDA,,Manila East Road
"MULTILINESTRING ((121.0824165 14.5900871,121.0845481 14.5904907))",w24514402,"24514402",way,trunk,"3","60",Ortigas Avenue,yes,,asphalt,,,MMDA,,
"MULTILINESTRING ((121.084528 14.5905919,121.0824117 14.590184))",w24514404,"24514404",way,trunk,"3","60",Ortigas Avenue,yes,,asphalt,,,MMDA,,
"MULTILINESTRING ((121.0845481 14.5904907,121.0848191 14.5905147))",w24514405,"24514405",way,trunk,,"60",Ortigas Avenue,yes,,,,,MMDA,,
"MULTILINESTRING ((121.0691772 14.5633663,121.0695363 14.5639038,121.0697748 14.5643116,121.0697938 14.5643441,121.0700226 14.5647579,121.0702058 14.5652081,121.0703498 14.5656198,121.070389 14.5657668,121.0704356 14.5659417,121.0704438 14.5659848))",w24517682,"24517682",way,trunk,"4","60",E. Rodriguez Jr. Avenue,yes,,,"50",,,,
"MULTILINESTRING ((121.0258063 14.5473478,121.0255281 14.5471085,121.0250206 14.5466867))",w24531458,"24531458",way,trunk,"3","60",EDSA,yes,,asphalt,"50",Epifanio de los Santos Avenue,MMDA,,
"MULTILINESTRING ((120.9499936 14.7605311,120.9492968 14.7611376))",w24603733,"24603733",way,trunk,"2","80",MacArthur Highway,yes,,concrete,,,PH:rural,,
"MULTILINESTRING ((121.0465587 14.6498724,121.0458098 14.6494107,121.0457002 14.6493439,121.0441224 14.6483752,121.0427572 14.6475451))",w25819903,"25819903",way,trunk,"4","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0380384 14.6437232,121.0377901 14.6441322))",w26131624,"26131624",way,trunk,"2","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0377402 14.6442041,121.0402241 14.6456991,121.0403254 14.6457387))",w26131628,"26131628",way,trunk,"2","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,asphalt,,,,,
"MULTILINESTRING ((121.0412159 14.6466472,121.0409897 14.6465016,121.040844 14.6464077,121.0407349 14.6463375))",w26131635,"26131635",way,trunk,"4","60",Quezon Avenue,yes,Don Mariano Marcos Avenue,,"50",,,,
"MULTILINESTRING ((121.0355212 14.6429018,121.0424176 14.6471573))",w26131668,"26131668",way,trunk,"2","60",Quezon Avenue Underpass,yes,,asphalt,"50",,,,
"MULTILINESTRING ((121.0368281 14.6448771,121.0372294 14.6442513))",w26131673,"26131673",way,trunk,"2","60",EDSA,yes,,,"50",Epifanio de los Santos Avenue,,,
"MULTILINESTRING ((121.0706019 14.6157229,121.0705798 14.6156284,121.0705731 14.615591,121.0705687 14.6155648,121.0705652 14.6155235,121.0705599 14.6154718,121.0705565 14.6154164,121.0705595 14.6152799,121.070562 14.6152249,121.0705637 14.6151732,121.0705685 14.6151028,121.0705738 14.6150556,121.0705799 14.6150029,121.070587 14.6149596,121.070595 14.61491,121.0706096 14.6148608,121.0706225 14.6148191,121.0706431 14.6147701,121.0706604 14.6147368,121.0706905 14.6146988,121.0707148 14.6146759,121.0707479 14.6146491,121.0707927 14.6146153))",w26137123,"26137123",way,trunk,"2","60",Libis Tunnel,yes,,concrete,"50",Pres. Carlos P. Garcia Avenue,,,C-5 (Katipunan/Boni Serrano Tunnel)
